Alexander Pope$The Rape of the Lock and Other Poems
Alexander Pope$The Works of Alexander Pope, Volume 1
Alfred Russel Wallace$Contributions to the Theory of Natural Selection
Alfred Russel Wallace$Is Mars Habitable?
Alfred Russel Wallace$Island Life
Alfred Russel Wallace$The Malay Archipelago, Volume 1
Alfred Russel Wallace$The Malay Archipelago, Volume 2
Ambrose Bierce$A Cynic Looks at Life
Ambrose Bierce$A Son of the Gods, and A Horseman in the Sky
Ambrose Bierce$An Occurrence at Owl Creek Bridge
Ambrose Bierce$Black Beetles in Amber
Ambrose Bierce$Can Such Things Be?
Ambrose Bierce$Cobwebs From an Empty Skull
Ambrose Bierce$Present at a Hanging and Other Ghost Stories
Ambrose Bierce$Shapes of Clay
Ambrose Bierce$The Collected Works of Ambrose Bierce, Volume 1
Ambrose Bierce$The Collected Works of Ambrose Bierce, Volume 2
Ambrose Bierce$The Collected Works of Ambrose Bierce, Volume 8
Ambrose Bierce$The Damned Thing
Ambrose Bierce$The Devil's Dictionary
Ambrose Bierce$The Fiend's Delight
Ambrose Bierce$The Parenticide Club
Ambrose Bierce$The Shadow On The Dial, and Other Essays
Ambrose Bierce$Write It Right
Andrew Lang$A Monk of Fife
Andrew Lang$A Short History of Scotland
Andrew Lang$Adventures among Books
Andrew Lang$Alfred Tennyson
Andrew Lang$Andrew Lang's Introduction to The Compleat Angler
Andrew Lang$Angling Sketches
Andrew Lang$Ballads in Blue China and Verses and Translations
Andrew Lang$Ban and Arriere Ban
Andrew Lang$Books and Bookmen
Andrew Lang$Cock Lane and Common-Sense
Andrew Lang$Custom and Myth
Andrew Lang$Essays in Little
Andrew Lang$He
Andrew Lang$Helen of Troy
Andrew Lang$Historical Mysteries
Andrew Lang$Homer and His Age
Andrew Lang$How to Fail in Literature
Andrew Lang$In the Wrong Paradise
Andrew Lang$James VI and the Gowrie Mystery
Andrew Lang$John Knox and the Reformation
Andrew Lang$Letters on Literature
Andrew Lang$Letters to Dead Authors
Andrew Lang$Lost Leaders
Andrew Lang$Modern Mythology
Andrew Lang$Myth, Ritual And Religion, Vol. 2 (of 2)
Andrew Lang$Myth, Ritual, and Religion, Vol. 1
Andrew Lang$New Collected Rhymes
Andrew Lang$Old Friends - Essays in Epistolary Parody
Andrew Lang$Oxford
Andrew Lang$Pickle the Spy
Andrew Lang$Prince Prigio From "His Own Fairy Book"
Andrew Lang$Prince Prigio
Andrew Lang$Prince Ricardo of Pantouflia
Andrew Lang$Rhymes a la Mode
Andrew Lang$Shakespeare, Bacon and the Great Unknown
Andrew Lang$Tales of Troy and Greece
Andrew Lang$The Arabian Nights Entertainments
Andrew Lang$The Blue Fairy Book
Andrew Lang$The Book of Dreams and Ghosts
Andrew Lang$The Brown Fairy Book
Andrew Lang$The Clyde Mystery
Andrew Lang$The Crimson Fairy Book
Andrew Lang$The Disentanglers
Andrew Lang$The Gold Of Fairnilee
Andrew Lang$The Grey Fairy Book
Andrew Lang$The Library
Andrew Lang$The Lilac Fairy Book
Andrew Lang$The Mark Of Cain
Andrew Lang$The Orange Fairy Book
Andrew Lang$The Pink Fairy Book
Andrew Lang$The Puzzle of Dickens's Last Plot
Andrew Lang$The Red Fairy Book
Andrew Lang$The Valet's Tragedy and Other Stories
Andrew Lang$The Violet Fairy Book
Andrew Lang$The Yellow Fairy Book
Anthony Trollope$A Ride Across Palestine
Anthony Trollope$Aaron Trow
Anthony Trollope$An Eye for an Eye
Anthony Trollope$An Old Man's Love
Anthony Trollope$An Unprotected Female at the Pyramids
Anthony Trollope$Autobiography of Anthony Trollope
Anthony Trollope$Ayala's Angel
Anthony Trollope$Barchester Towers
Anthony Trollope$Can You Forgive Her?
Anthony Trollope$Castle Richmond
Anthony Trollope$Cousin Henry
Anthony Trollope$Doctor Thorne
Anthony Trollope$Dr. Wortle's School
Anthony Trollope$Framley Parsonage
Anthony Trollope$La Mere Bauche from Tales of All Countries
Anthony Trollope$La Vendee
Anthony Trollope$Lady Anna
Anthony Trollope$Life of Cicero Volume Two
Anthony Trollope$Linda Tressel
Anthony Trollope$Marion Fay
Anthony Trollope$Miss Mackenzie
Anthony Trollope$Miss Sarah Jack, of Spanish Town, Jamaica
Anthony Trollope$Mr. Scarborough's Family
Anthony Trollope$Mrs. General Talboys
Anthony Trollope$Nina Balatka
Anthony Trollope$North America Volume 1
Anthony Trollope$North America Volume 2
Anthony Trollope$Orley Farm
Anthony Trollope$Phineas Redux
Anthony Trollope$Rachel Ray
Anthony Trollope$Ralph the Heir
Anthony Trollope$Returning Home
Anthony Trollope$Sir Harry Hotspur of Humblethwaite
Anthony Trollope$Thackeray
Anthony Trollope$The American Senator
Anthony Trollope$The Belton Estate
Anthony Trollope$The Bertrams
Anthony Trollope$The Chateau of Prince Polignac
Anthony Trollope$The Claverings
Anthony Trollope$The Duke's Children
Anthony Trollope$The Eustace Diamonds
Anthony Trollope$The Fixed Period
Anthony Trollope$The Golden Lion of Granpere
Anthony Trollope$The House of Heine Brothers, in Munich
Anthony Trollope$The Kellys and the O'Kellys
Anthony Trollope$The Landleaguers
Anthony Trollope$The Last Chronicle of Barset
Anthony Trollope$The Macdermots of Ballycloran
Anthony Trollope$The Man Who Kept His Money In A Box
Anthony Trollope$The O'Conors of Castle Conor from Tales from all Countries
Anthony Trollope$The Parson's Daughter of Oxney Colne
Anthony Trollope$The Prime Minister
Anthony Trollope$The Relics of General Chasse
Anthony Trollope$The Small House at Allington
Anthony Trollope$The Struggles of Brown, Jones, and Robinson
Anthony Trollope$The Three Clerks
Anthony Trollope$The Vicar of Bullhampton
Anthony Trollope$The Warden
Anthony Trollope$The Way We Live Now
Arnold Joseph Toynbee$Turkey: A Past and a Future
Baronness Orczy$A Bride of the Plains
Baronness Orczy$Castles in the Air
Baronness Orczy$El Dorado
Baronness Orczy$I Will Repay
Baronness Orczy$Lord Tony's Wife
Baronness Orczy$Petticoat Rule
Baronness Orczy$The Bronze Eagle
Baronness Orczy$The Elusive Pimpernel
Baronness Orczy$The Heart of a Woman
Baronness Orczy$The Laughing Cavalier
Baronness Orczy$The League of the Scarlet Pimpernel
Baronness Orczy$The Old Man in the Corner
Baronness Orczy$The Scarlet Pimpernel
Baronness Orczy$The Tangled Skein
Beatrix Potter$A Collection of Beatrix Potter Stories
Beatrix Potter$Cecily Parsley's Nursery Rhymes
Beatrix Potter$The Great Big Treasury of Beatrix Potter
Beatrix Potter$The Story of Miss Moppet
Beatrix Potter$The Tailor of Gloucester
Beatrix Potter$The Tale Of Benjamin Bunny
Beatrix Potter$The Tale Of Peter Rabbit
Beatrix Potter$The Tale of Ginger and Pickles
Beatrix Potter$The Tale of Jemima Puddle-Duck
Beatrix Potter$The Tale of Mr. Jeremy Fisher
Beatrix Potter$The Tale of Mr. Tod
Beatrix Potter$The Tale of Mrs. Tiggy-Winkle
Beatrix Potter$The Tale of Mrs. Tittlemouse
Beatrix Potter$The Tale of Samuel Whiskers
Beatrix Potter$The Tale of Squirrel Nutkin
Beatrix Potter$The Tale of Timmy Tiptoes
Beatrix Potter$The Tale of Tom Kitten
Beatrix Potter$The Tale of the Flopsy Bunnies
Beatrix Potter$The Tale of the Pie and the Patty Pan
Benjamin Disraeli$Coningsby
Benjamin Disraeli$Count Alarcos
Benjamin Disraeli$Endymion
Benjamin Disraeli$Henrietta Temple
Benjamin Disraeli$Ixion In Heaven
Benjamin Disraeli$Lord George Bentinck
Benjamin Disraeli$Lothair
Benjamin Disraeli$Sketches
Benjamin Disraeli$Sybil
Benjamin Disraeli$Tancred
Benjamin Disraeli$The Infernal Marriage
Benjamin Disraeli$The Voyage of Captain Popanilla
Benjamin Disraeli$The Young Duke
Benjamin Disraeli$Venetia
Benjamin Disraeli$Vivian Grey
Benjamin Franklin$Autobiography of Benjamin Franklin, Version 1
Benjamin Franklin$Autobiography of Benjamin Franklin, Version 2
Benjamin Franklin$Autobiography of Benjamin Franklin, Version 3
Benjamin Franklin$Autobiography of Benjamin Franklin, Version 4
Bertrand Russell$Mysticism and Logic and Other Essays
Bertrand Russell$Our Knowledge of the External World as a Field for Scientific Method in Philosophy
Bertrand Russell$Political Ideals
Bertrand Russell$Proposed Roads To Freedom
Bertrand Russell$The Analysis of Mind
Bertrand Russell$The Practice and Theory of Bolshevism
Bertrand Russell$The Problem of China
Bertrand Russell$The Problems of Philosophy
Bram Stoker$Dracula's Guest
Bram Stoker$Dracula
Bram Stoker$The Jewel of Seven Stars
Bram Stoker$The Lady of the Shroud
Bram Stoker$The Lair of the White Worm
Abraham Lincoln$The Writings of Abraham Lincoln, Volume 1: 1832-1843
Abraham Lincoln$The Writings of Abraham Lincoln, Volume 2: 1843-1858
Abraham Lincoln$The Writings of Abraham Lincoln, Volume 3
Abraham Lincoln$The Writings of Abraham Lincoln, Volume 4
Abraham Lincoln$The Writings of Abraham Lincoln, Volume 5: 1858-1862
Abraham Lincoln$The Writings of Abraham Lincoln, Volume 6: 1862-1863
Abraham Lincoln$The Writings of Abraham Lincoln, Volume 7: 1863-1865
Agatha Christie$The Mysterious Affair at Styles
Agatha Christie$The Secret Adversary
Albert Einstein$Relativity: The Special and General Theory
Aldous Huxley$Crome Yellow
Aldous Huxley$Mortal Coils
Aldous Huxley$The Defeat of Youth and Other Poems
Alexander Pope$An Essay on Criticism
Alexander Pope$Essay on Man
Alexander Pope$The Poetical Works of Alexander Pope, Volume 1
Alexander Pope$The Poetical Works of Alexander Pope, Volume 2
Bret Harte$A Sappho of Green Springs
Bret Harte$A Waif of the Plains
Bret Harte$A Ward of the Golden Gate
Bret Harte$By Shore and Sedge
Bret Harte$Clarence
Bret Harte$Colonel Starbottle's Client and Other Stories
Bret Harte$Complete Poetical Works of Bret Harte
Bret Harte$Condensed Novels
Bret Harte$Cressy
Bret Harte$Devil's Ford
Bret Harte$Dickens in Camp
Bret Harte$Drift from Two Shores
Bret Harte$East and West
Bret Harte$Excelsior
Bret Harte$Flip, A California Romance
Bret Harte$Found At Blazing Star
Bret Harte$From Sand Hill to Pine
Bret Harte$Frontier Stories
Bret Harte$Gabriel Conroy
